Customer_ID,Name,Surname,Mobile_No,Email_ID,Age,Marital_Status,Employment_Status,Annual_Income,Total_credit_Accounts,Account_Age_Years,Loan_Amount,On_Time_Payments,Late_Payments,Missed_Payments,Total_Hard_Enquiries,Total_credit_limit,Total_credit_balance,Total_Debt
10146,Nicole,Stevens,3999715018,sandra71@example.org,60,divorced,employed,77278,9,22,252233,44,0,16,0,68261,36871,68014
10147,Jason,Howard,6544176304,scott87@example.org,38,single,self-employed,107068,1,14,213951,44,18,16,3,21013,18765,134217
10148,Virginia,Lewis,7809144368,rodriguezwalter@example.net,48,single,unemployed,118595,7,4,343758,86,19,1,7,27171,13954,120333
10149,Ashley,Gardner,9751018356,blankenshipashley@example.com,27,married,employed,87348,1,6,4476,35,33,20,7,363102,253820,33760
10150,Renee,Mcfarland,265333130,mitchellmonica@example.com,24,married,employed,180033,8,2,373090,36,25,12,17,414847,84329,199456
10151,Emily,Gonzalez,8973231459,qhardy@example.org,47,single,self-employed,91561,1,1,275359,44,23,16,7,480384,58000,127073
10152,Daniel,Lopez,4051467187,jenniferwhite@example.org,36,married,unemployed,82151,7,14,293312,25,29,4,11,153703,91797,103311
10153,Shelby,Thomas,2986271533,richardlawson@example.net,26,married,unemployed,92776,10,25,101545,63,18,19,13,432596,404231,121486
10154,Debbie,Rogers,2120414494,penashawn@example.net,55,single,employed,122295,3,1,285414,94,14,7,1,76091,62999,98576
10155,Todd,Fisher,9258386243,heather06@example.org,56,married,unemployed,61590,8,27,199587,42,50,14,5,364205,334642,104523
10156,Daniel,Bernard,5003070747,mosborn@example.net,56,divorced,self-employed,192248,10,28,495399,93,50,7,9,39131,16409,66853
10157,Larry,Arias,2502537864,villegaskiara@example.org,43,divorced,unemployed,135131,6,20,75940,21,41,13,8,457213,140229,150372
10158,Karen,Hayes,1573614824,kadams@example.com,36,single,unemployed,60272,7,5,238481,7,1,7,0,491773,36206,48632
10159,Thomas,Shields,9301560165,emontgomery@example.net,38,married,self-employed,46881,2,17,213006,31,7,10,2,485533,477380,90600
10160,Mary,Johnson,1376403358,reedjessica@example.net,43,married,unemployed,64300,9,0,21831,55,23,14,9,192994,72395,90304
10161,Ellen,Wallace,7804356295,mariawhite@example.net,21,married,unemployed,152117,6,13,178585,75,31,0,15,71681,49334,49153
10162,Walter,Murphy,8777804609,nunderwood@example.com,65,single,employed,74284,8,19,425098,70,4,13,4,204619,177954,76437
10163,David,Cruz,6599153510,xallen@example.net,44,divorced,employed,75535,2,25,482565,25,3,1,13,47539,15258,40430
10164,Kristin,Holloway,6395777082,randy34@example.com,57,married,self-employed,167891,7,26,180636,9,18,0,4,359221,259205,101691
10165,Scott,Mueller,2521682022,smithjessica@example.net,31,married,self-employed,184749,1,19,257669,49,5,12,10,207248,206970,67135
10166,Stacie,Werner,9686515998,halllynn@example.com,28,divorced,unemployed,31793,9,7,119205,91,11,3,8,358480,63975,84151
10167,Anthony,Munoz,1055739262,matthewraymond@example.org,21,divorced,self-employed,180590,6,3,410594,74,15,1,14,287757,88893,57658
10168,William,Ferguson,9423930248,heatherdiaz@example.com,43,divorced,unemployed,54024,3,24,244788,25,4,12,10,239371,113073,133952
10169,Becky,Bray,587188280,hmurphy@example.com,67,divorced,self-employed,66035,5,24,90692,73,47,2,1,6969,183,105579
10170,Eric,Ward,3268781321,cwalker@example.net,28,married,unemployed,81886,10,17,454270,61,26,9,15,362642,229915,190650
10171,Kimberly,Greene,6250870740,lisa92@example.org,18,married,self-employed,41863,6,29,414094,70,37,3,19,145503,58786,60696
10172,Pamela,Sharp,816675089,wilsonjeffrey@example.org,50,single,employed,47245,9,26,498155,72,14,16,0,446036,215720,124732
10173,Rita,Holt,4347493194,mcintyrelori@example.com,48,single,unemployed,37665,10,28,101016,60,45,1,12,53196,218,42442
10174,Kerry,Cruz,7714882139,amy82@example.net,69,married,self-employed,80293,7,14,222592,69,2,13,2,302975,130801,122845
10175,Audrey,Barajas,3344717779,gabrielastewart@example.com,27,married,self-employed,107954,1,11,307101,28,8,17,0,429763,123311,127192
10176,Tonya,Bradley,7069767594,valeriemiller@example.org,51,married,self-employed,137254,8,1,162426,13,21,0,12,404433,157454,85620
10177,Sierra,Graham,4128969973,samantha93@example.net,31,married,employed,117456,9,7,56442,48,34,18,10,127632,112183,178891
10178,John,Clark,5782003329,joshuasmith@example.net,24,married,employed,24044,2,17,468573,89,33,9,13,379888,369130,111530
10179,William,Griffith,906801362,antonio68@example.org,52,married,unemployed,63933,3,20,50609,38,27,6,9,92853,1412,184379
10180,Angela,Ramos,1112386446,mariehenderson@example.com,42,married,self-employed,87213,8,25,385313,33,27,11,9,198017,53635,120188
10181,Derrick,Ruiz,5988399287,zachary11@example.com,66,single,self-employed,85092,5,25,221884,47,41,5,0,389753,207357,183270
10182,Francisco,Lamb,1254844934,hmoon@example.org,69,divorced,unemployed,23519,2,25,368614,30,38,6,14,357973,177787,82589
10183,Chris,Ellis,6097464834,whudson@example.org,59,single,self-employed,108602,5,3,455106,46,14,1,9,82903,5652,60613
10184,Melissa,Duke,2718790400,brett48@example.org,35,married,employed,193711,10,19,102929,94,32,20,18,295068,214368,3340
10185,Amy,Wilson,5765666065,danielwest@example.net,57,married,self-employed,130032,4,6,273680,27,37,9,8,369641,356909,59001
10186,Erin,Hughes,6081888409,graycynthia@example.org,23,single,unemployed,66378,7,2,350333,35,1,15,16,3709,1972,44556
10187,Jose,Gordon,4841212751,stephen41@example.net,53,divorced,self-employed,68056,9,9,23008,58,5,14,1,303263,139640,196428
10188,David,Turner,4650794873,zmccoy@example.net,70,single,self-employed,145978,4,7,58168,51,34,7,19,101989,100905,8688
10189,Daniel,Ramirez,8623603925,wwest@example.com,50,single,employed,51388,9,1,189905,35,49,8,7,468927,90547,68202
10190,Steven,Schaefer,9720218146,amyblake@example.org,36,divorced,employed,98740,4,17,499361,41,28,3,1,487533,130393,147662
10191,Kimberly,Arnold,2846258459,antonioparker@example.net,55,single,employed,118737,4,17,488409,53,50,3,0,314870,199832,49231
10192,Garrett,Flowers,583578268,vglover@example.com,35,single,employed,65307,10,11,442574,70,38,5,8,179422,81445,30733
10193,Benjamin,Richards,5786858259,matthew99@example.org,36,divorced,self-employed,198338,5,16,75260,57,29,20,17,432559,82882,182734
10194,William,Goodwin,9698886200,stephanie52@example.net,43,divorced,unemployed,87947,8,9,431158,72,10,9,6,385154,377583,122807
10195,Christopher,Gonzales,2583194158,nicolelewis@example.com,26,divorced,self-employed,174989,8,13,143763,15,18,9,12,269497,136579,88286
10196,Matthew,Horn,1955234478,onealmichelle@example.com,40,divorced,employed,139531,3,15,307324,50,37,12,7,134765,74616,11899
10197,Katherine,Gibson,8596894962,brentgreene@example.org,42,single,employed,93276,6,27,391529,39,9,2,20,154344,126736,78146
10198,Patricia,Smith,1976310036,carlosmacdonald@example.net,69,single,self-employed,188516,10,28,256184,21,19,7,17,396254,178201,102502
10199,Andrew,Hopkins,4238058275,adamthomas@example.net,35,married,employed,192828,10,14,448460,73,33,3,11,133222,115175,123282
10200,Rebecca,Smith,2179381179,bryanjohnson@example.org,66,single,self-employed,103452,8,3,145008,87,25,11,5,442673,350296,50504
10201,Chelsea,Walters,5156292611,james44@example.net,69,single,self-employed,125199,3,3,21916,58,44,5,17,226878,86402,136620
10202,Brian,Meyer,4601531932,andersonrichard@example.com,57,single,employed,30076,2,22,332981,36,35,15,7,496293,412051,136617
10203,Lori,Cox,2289785898,dakota61@example.net,60,married,employed,109248,3,7,144426,19,36,19,12,294729,250705,141246
10204,Patricia,Mendoza,2985500256,douglasamy@example.org,50,single,employed,154548,4,26,112076,39,12,1,20,281477,54553,144748
10205,Tyler,Ray,1235452021,morrisonchristine@example.org,20,married,employed,168293,4,8,492869,53,1,12,17,197630,139783,91794
10206,Andrew,Patel,1274193706,mcarter@example.net,67,divorced,employed,169592,3,1,409848,15,29,19,15,61370,36805,27094
10207,Monica,Novak,9296133765,diana19@example.com,56,divorced,self-employed,105223,7,3,74741,81,27,4,2,35533,30912,102621
10208,Fernando,Dillon,7783706146,pdougherty@example.net,35,single,unemployed,174086,9,26,89132,79,14,2,3,297338,41532,83707
10209,Ashley,Cowan,1500474834,antonio40@example.net,32,single,unemployed,157778,10,10,384028,45,6,11,7,286064,67909,144152
10210,Melissa,Phillips,3865225143,ijacobs@example.net,57,single,unemployed,104866,9,22,245346,9,26,2,3,459529,389966,83469
10211,Paul,Campbell,2851896656,jjoseph@example.net,51,married,self-employed,34945,1,15,426932,41,46,15,12,169549,164666,38918
10212,Aaron,Alvarez,3737736203,cparrish@example.com,47,single,unemployed,132998,6,9,389458,17,13,6,13,119079,97073,47350
10213,Laura,Garcia,9777364148,bmiller@example.com,62,single,employed,21359,8,5,56635,26,36,10,18,377418,273280,178797
10214,Bruce,Martin,8828840953,schmidtchristopher@example.net,42,divorced,employed,163838,10,12,115679,42,45,17,4,128943,128800,192020
10215,Joseph,Rodriguez,2854863435,mathewsmarc@example.com,39,divorced,unemployed,43362,2,1,223345,99,11,11,16,110631,22239,175746
10216,Anthony,Mccann,620963734,andersonwendy@example.org,66,married,unemployed,149630,2,0,145292,45,12,18,14,370161,109816,191445
10217,Kenneth,Peters,5466284320,frank62@example.org,44,married,unemployed,140591,9,28,350030,2,41,1,10,24548,15980,81396
10218,Michael,Turner,8891773043,laurengoodwin@example.com,30,divorced,self-employed,181083,2,25,338577,79,13,15,9,78773,35839,86621
10219,Joseph,Goodman,8098609315,yubrandon@example.org,32,divorced,employed,48967,3,22,111944,61,21,19,11,278813,14672,13286
10220,Ashley,Obrien,9909285626,wdavidson@example.com,56,married,employed,172955,9,26,455097,43,26,16,3,45090,39252,19019
10221,Bethany,Nicholson,4648677481,wcooper@example.com,35,married,self-employed,194401,1,2,425863,67,4,2,14,251152,89479,77579
10222,James,Lopez,3088415322,nathan74@example.net,36,married,unemployed,144785,2,23,326847,75,10,1,9,220041,195437,48237
10223,Vicki,Moore,821654549,justinwilson@example.com,30,single,employed,106682,1,12,139472,39,48,16,18,38907,13428,187327
10224,Maria,Flowers,1652240964,brianmata@example.net,32,single,self-employed,197939,1,9,118510,55,42,1,6,28863,13967,13216
10225,Samantha,Lozano,6175728209,jody32@example.net,59,married,employed,166762,7,23,490983,40,33,13,19,78929,58603,39269
10226,Christopher,Thomas,1956678641,dclark@example.org,44,divorced,unemployed,107965,4,11,222284,79,13,17,0,484071,393436,143281
10227,Ashley,Gardner,6330224897,phillipgarner@example.org,60,divorced,employed,96769,10,11,158091,5,47,15,9,53247,20087,166368
10228,Blake,James,3303627973,qnelson@example.com,61,married,employed,178039,3,23,123395,35,12,4,9,348617,168292,130803
10229,Austin,Patel,9773788600,cooperalexis@example.net,19,single,employed,91209,4,6,231862,66,20,0,0,437614,148552,151127
10230,Jacqueline,Scott,7119764943,keith96@example.com,55,divorced,employed,31955,4,24,202178,77,40,18,9,463798,188067,187991
10231,April,Sanchez,9963054948,matavictor@example.org,68,married,employed,136588,5,9,377500,32,26,0,18,382378,442,31477
10232,Sandra,Carter,5229049365,riggstiffany@example.net,55,divorced,unemployed,164268,2,13,215140,77,33,15,8,334469,223872,51560
10233,Thomas,Smith,2265336527,robert40@example.net,18,single,unemployed,151687,6,7,296306,17,20,8,20,53798,33088,9607
10234,Anthony,Choi,1956101061,robert00@example.com,64,single,employed,136238,2,26,210709,80,29,7,14,331832,264955,80967
10235,Sandra,Jones,4579382766,david90@example.net,66,married,unemployed,194762,2,22,470963,62,32,16,15,389927,251752,76643
10236,William,Hester,9322688635,chandlerjoseph@example.com,53,divorced,self-employed,165981,5,27,80164,35,49,15,15,278883,188840,115496
10237,Jerry,Farley,9449554450,jessicawilson@example.com,43,married,self-employed,167904,2,20,135392,92,34,16,17,327488,42463,92571
10238,Debra,Moore,2596984774,lisaward@example.net,61,divorced,self-employed,158963,9,12,278429,50,6,18,1,205792,125069,25887
10239,Jesse,Alvarez,4570192188,charles64@example.net,33,married,self-employed,48738,8,17,469729,13,16,11,0,108443,48843,166896
10240,Ashley,Lowery,2600456708,mark95@example.org,51,divorced,unemployed,189612,3,14,91047,23,18,10,1,295323,139686,129775
10241,James,Proctor,5747684920,ellisrobert@example.net,32,married,self-employed,167831,6,2,305597,88,23,3,17,204569,140468,77616
10242,Ronnie,Jones,4630955686,vstewart@example.com,37,married,employed,132566,8,23,345049,4,14,11,11,100740,73213,11155
10243,Michelle,Smith,8320101371,xpeterson@example.com,46,divorced,employed,165967,4,10,92315,79,48,3,19,24911,14766,155437
10244,Bradley,Gonzales,9622019209,ncalderon@example.com,23,single,employed,136136,5,4,464384,24,9,3,8,466301,29543,53024
10245,Mark,Charles,1467137262,davidedwards@example.net,28,single,employed,170128,3,21,213563,38,27,6,17,457540,418504,73631
10246,Michael,Campbell,3216892974,kimberly41@example.net,46,married,employed,128985,9,3,87380,82,34,6,3,193315,57232,197298
10247,Jasmine,Gray,5606243495,erobinson@example.net,36,single,unemployed,82596,7,10,207391,4,13,11,14,176165,47396,163928
10248,Tara,Guzman,2462245450,andrewrodriguez@example.net,69,divorced,unemployed,106781,10,22,239608,90,17,15,5,282434,78250,11797
10249,Maria,Johnson,6534740825,diamond87@example.net,59,single,unemployed,183400,4,29,153874,18,8,1,19,467925,141995,67280
10250,Elizabeth,Jackson,5446601641,philip33@example.net,61,married,unemployed,53660,4,13,301438,58,47,20,1,167670,148841,7380
10251,Paul,Brown,4222025389,godonnell@example.com,63,divorced,employed,57018,9,9,108771,35,30,7,2,108937,99864,143089
10252,Emily,Burton,4596233346,brooke16@example.org,30,married,self-employed,112097,2,29,221410,45,20,5,19,367941,342902,44325
10253,Lisa,Christensen,1931563770,jefferybailey@example.com,67,married,employed,66180,1,17,82665,22,25,18,4,153269,14975,150770
10254,Jason,Schultz,3955439165,hessdave@example.org,22,divorced,self-employed,162194,3,11,290483,53,16,17,14,371808,358445,174535
10255,Sarah,Cross,1601867818,gonzalezrachel@example.net,26,single,employed,119562,1,8,237539,6,41,9,11,47297,37486,117421
10256,Rebecca,Wells,8127584415,carrillolisa@example.org,36,divorced,unemployed,138264,5,14,167853,10,35,9,19,302145,136317,151784
10257,Edward,Mcdaniel,6704983472,joshuaortiz@example.net,55,married,employed,98242,7,9,91121,96,18,11,10,175980,147043,123635
10258,Paula,Simon,7042339813,kylewhite@example.com,70,divorced,unemployed,113530,10,3,384059,47,43,8,1,36790,5086,112003
10259,Jesse,Simmons,3334621868,devans@example.net,31,single,unemployed,177519,6,18,385899,54,17,1,16,263974,204135,161835
10260,Daniel,Gordon,3311711634,courtney67@example.org,55,single,employed,91062,2,21,299184,42,39,2,8,268590,26636,113561
10261,Benjamin,Guzman,4190532853,amyperry@example.com,33,divorced,unemployed,199196,9,26,141313,76,8,11,16,387541,358529,52163
10262,Natasha,Rivera,8876956391,garyramirez@example.net,58,divorced,self-employed,134033,7,16,202136,92,50,13,17,38620,12154,22880
10263,Julie,Diaz,175026806,lindabell@example.com,70,married,employed,30662,3,24,171678,37,26,0,15,211231,95693,27051
10264,Rhonda,Craig,5439016262,lauraluna@example.net,52,married,employed,179220,9,18,474371,74,14,0,6,147446,80870,24031
10265,Rebecca,Elliott,5556595734,iaguilar@example.net,32,divorced,self-employed,105279,5,11,85592,60,49,16,19,32512,22490,122132
10266,Sandra,Tran,7139506443,oglass@example.net,69,single,self-employed,163587,10,21,333270,88,10,20,0,107770,70530,119883
10267,Heidi,Gomez,204049418,hkidd@example.org,68,divorced,unemployed,171951,9,30,290691,16,16,12,2,227849,57259,137805
10268,James,Barron,4574029580,jenniferthomas@example.org,63,single,employed,123594,3,17,321848,98,8,14,4,276732,228779,34094
10269,Marie,Wang,647218048,velazquezmichael@example.com,66,single,self-employed,131579,2,24,424773,35,22,1,12,387418,302963,135103
10270,Mark,Brown,248777601,grace86@example.com,27,married,employed,91385,4,25,481176,79,12,0,10,3757,3229,4649
10271,Jerry,Johnson,6961579624,suzanneporter@example.org,54,divorced,unemployed,129760,3,11,330078,61,50,10,14,398916,275411,182807
10272,Adam,Greene,6987634434,matthewkaufman@example.com,42,married,unemployed,56041,9,6,137531,75,43,8,3,270857,244005,144939
10273,Brian,Lee,4260373887,rodriguezryan@example.net,67,divorced,self-employed,180215,2,19,416670,6,16,13,0,390535,209226,180867
10274,Whitney,Garza,3040444649,jessica70@example.net,20,divorced,self-employed,95073,3,30,195763,29,16,15,16,25079,11606,129003
10275,Emily,Reed,7952230434,cunninghambrooke@example.com,38,single,unemployed,56556,9,26,490115,3,37,11,13,332759,182904,45541
10276,Nicholas,Brown,6503002756,oconnellkyle@example.net,33,divorced,employed,169498,2,12,473827,68,18,18,9,191228,170346,155735
10277,Rebecca,Johnson,6126623436,ekelley@example.net,47,divorced,unemployed,145024,10,17,102685,3,29,8,16,320241,265478,48613
10278,Dustin,Morse,6246088227,lori42@example.net,63,married,employed,171967,6,16,70563,83,48,8,14,245310,242302,11688
10279,Frank,Obrien,4263023821,qfleming@example.org,35,divorced,self-employed,55897,10,16,408976,98,9,11,2,207634,31456,105570
10280,Tara,Adams,9946087188,codyhorne@example.org,58,single,unemployed,22580,9,7,427732,50,50,4,8,51027,41090,63258
10281,Francisco,Blackburn,8354116598,elizabeth01@example.net,48,married,unemployed,125159,5,24,66484,89,21,20,4,89502,73407,50907
10282,Sara,Richardson,1806855771,hannah69@example.com,44,divorced,unemployed,157067,6,0,469392,94,23,1,16,147016,22341,146393
10283,Eric,Lee,9234557967,fisheradam@example.net,60,divorced,self-employed,32240,5,25,177306,99,41,13,4,91193,15822,125184
10284,Suzanne,Quinn,4085616039,pbarry@example.com,31,single,self-employed,114117,4,28,345336,21,20,13,13,2789,1238,56696
10285,Kristen,Jordan,7245983020,shayes@example.net,26,divorced,unemployed,146736,9,28,479546,26,18,15,0,149466,97799,58586
10286,Scott,Mcdonald,4458843520,kaylaking@example.com,24,divorced,employed,108474,4,0,308993,1,21,9,4,192120,178154,115874
10287,Melissa,Rogers,6916230412,kathy90@example.org,54,divorced,unemployed,104754,5,30,102463,8,26,13,4,476609,139073,106038
10288,Diana,Nixon,4266658748,newtonrobert@example.net,40,single,self-employed,32783,7,7,403682,9,17,0,15,348965,206894,67316
10289,Erin,Khan,324939217,fharris@example.net,47,single,employed,102324,7,30,328723,45,29,8,10,423661,305171,173429
10290,Larry,Drake,4113508705,twarner@example.com,63,divorced,unemployed,69828,5,18,257547,17,15,9,6,498733,151809,184830
10291,Kristin,Johnson,755611587,jbrown@example.org,30,married,employed,180410,6,24,163613,48,40,15,9,211312,207819,191563
10292,Leslie,Kline,1269396495,hillchristopher@example.com,37,married,employed,91551,4,20,373166,22,31,10,15,151804,119318,172437
10293,Robert,Hernandez,6124136446,tonyalarson@example.com,70,married,unemployed,63360,8,17,173921,28,23,12,2,56087,32407,27283
10294,Sara,Wright,9394862273,kelly00@example.com,61,married,unemployed,153755,6,19,104798,3,47,10,16,352992,60886,195473
10295,Ethan,Jones,6639272283,qmatthews@example.net,25,single,employed,76347,7,24,342468,59,39,11,17,3372,473,91132
10296,Tiffany,Terry,9526348703,kara77@example.org,40,single,employed,81673,2,21,461449,64,4,5,10,136977,105168,56918
10297,Erica,Williams,2602591982,dawn56@example.com,29,divorced,self-employed,39056,1,10,216578,69,25,20,3,459778,438557,84253
10298,Kimberly,Johnson,1553433847,petersonrachel@example.org,38,married,self-employed,44845,3,23,358676,44,44,15,0,147512,23209,162065
10299,William,Smith,97284377,pruittralph@example.net,46,married,unemployed,117492,6,10,337506,89,34,3,17,324446,2048,32541
10300,Brenda,Moore,2831565799,kevin98@example.com,21,single,employed,113434,6,11,387329,46,43,2,19,268596,46643,154672
10301,Douglas,Chavez,5349297715,zgriffin@example.net,32,divorced,unemployed,40894,10,9,489397,30,32,10,5,315980,273498,55541
10302,Jennifer,Stewart,8594058584,emily89@example.net,26,single,employed,115893,4,20,70457,98,28,12,1,243525,225644,26896
10303,Lauren,Davis,9836688200,gstephens@example.net,55,married,unemployed,197816,7,16,451692,60,6,18,15,314242,91656,67124
10304,Nicole,Oconnell,7572153537,williamschad@example.com,50,single,self-employed,28754,2,19,456150,82,48,4,3,252783,95874,155195
10305,Sharon,Johnson,5060026901,margaret73@example.com,62,divorced,employed,75076,1,15,70743,30,6,8,20,43556,8218,115541
10306,Mark,Wilson,1184118281,lherrera@example.net,23,divorced,employed,38944,6,9,211235,52,23,8,14,343365,237822,176205
10307,Theresa,Taylor,8128846261,villegasrobert@example.org,57,divorced,employed,123293,9,19,299469,86,29,14,11,148248,73713,142174
10308,Jeremy,Palmer,851972095,craig40@example.net,39,married,self-employed,162175,2,11,124696,95,28,4,15,237104,172796,10795
10309,Alexander,Leonard,3355307760,christopher89@example.com,39,divorced,self-employed,184838,6,8,316937,21,25,1,16,478832,196648,42115
10310,Christopher,Pineda,1206813710,elizabeth33@example.com,62,married,self-employed,70433,1,15,496560,61,43,7,19,133766,95700,149327
10311,Thomas,Avila,8645675177,derek51@example.com,20,single,employed,121274,1,9,398925,18,34,14,20,36300,30610,82673
10312,Angela,Edwards,1394978917,mosspatrick@example.org,43,single,unemployed,77592,10,2,371735,11,39,18,16,474358,49623,196523
10313,Nicole,Oliver,2081882257,madison33@example.com,52,divorced,self-employed,192101,6,0,348763,79,43,9,15,45602,32722,185527
10314,Robert,Bruce,5947994274,courtney75@example.net,30,married,unemployed,21614,2,0,208439,4,33,7,3,61871,57254,192642
10315,Edward,Dennis,1231491128,xwright@example.net,58,divorced,unemployed,187244,3,2,427980,45,22,2,17,157225,89957,100404
10316,Nicholas,Wagner,8523765385,kmiles@example.org,50,single,employed,121280,2,10,465368,40,12,4,13,273838,166315,122436
10317,Richard,Graham,3978543175,iturner@example.net,22,divorced,unemployed,117222,4,21,474686,85,0,15,12,29227,21407,18380
10318,Mary,Marks,4418934629,morganjohn@example.org,47,divorced,self-employed,124152,7,8,414029,27,17,3,8,238103,80580,82015
10319,Elizabeth,Johnson,178758148,zhardin@example.net,20,single,employed,38594,10,8,183593,50,42,20,17,484975,246244,184074
10320,Jessica,Sawyer,3906588575,vgeorge@example.net,31,single,unemployed,145133,7,15,248349,81,20,5,16,441797,243158,2699
10321,Brenda,Johnson,2287013446,phillipsnicole@example.com,47,divorced,employed,102359,4,14,57794,8,34,12,11,358121,280124,43148
10322,Chad,Carlson,5987506135,sheila62@example.org,67,single,unemployed,167771,8,24,104407,46,22,15,8,294073,157031,106683
10323,Sarah,Lopez,9367490994,jeremy31@example.net,43,single,employed,154773,3,29,144602,53,8,11,9,100236,34480,102007
10324,Justin,Martin,5938032564,cwhite@example.net,49,single,employed,35886,5,19,117592,41,41,3,13,272516,192756,132010
10325,Adam,Wheeler,9748034618,egriffin@example.com,50,married,unemployed,131392,3,27,395255,5,28,20,1,145240,29435,137056
10326,Mitchell,Peters,5231183141,smithjonathan@example.net,49,married,employed,27055,5,20,301672,97,25,13,19,274483,142334,36449
10327,Grant,Lee,4464061114,salaskenneth@example.org,32,single,unemployed,44729,8,0,264405,65,31,17,7,498656,379169,181615
10328,John,Hamilton,7639307559,zhobbs@example.com,40,single,unemployed,146482,8,22,362385,83,4,16,16,100991,98834,146632
10329,Craig,Webb,3513773861,julie38@example.org,64,single,unemployed,113949,4,20,287247,66,27,4,3,16762,431,57698
10330,David,Cook,5058880160,kristenrosales@example.com,68,married,unemployed,135389,9,0,68940,67,47,12,20,48288,16623,116793
10331,David,Stephens,7950739115,jeffrey62@example.net,25,divorced,unemployed,70846,3,8,61001,43,23,12,12,219749,175096,169783
10332,Elizabeth,Velez,8239499901,joyce22@example.net,51,single,employed,168161,5,14,469192,7,31,3,4,357003,262138,3347
10333,Brandy,Lee,8197850761,gscott@example.org,48,divorced,unemployed,104915,9,15,224299,69,45,8,3,464107,334797,183880
10334,Lindsey,Peters,4781214265,jeremy92@example.com,62,married,unemployed,61443,6,2,330462,39,32,1,12,259554,48141,51974
10335,Joshua,Nunez,6327668338,brittneyjohnson@example.net,51,divorced,unemployed,102094,10,24,249273,19,39,8,18,274608,43438,38710
10336,Dylan,Holland,1075240239,lsmith@example.org,54,married,unemployed,45670,3,24,362518,93,9,14,20,130034,122372,114145
10337,James,Heath,7666617285,mhenson@example.com,67,divorced,unemployed,159592,7,22,305965,98,10,20,5,248701,61063,38240
10338,Anthony,Ramirez,4426480710,jacksonkaren@example.org,26,single,employed,69374,1,20,136930,87,48,14,0,57224,18562,126638
10339,Amanda,Arias,1532635531,benjamin54@example.com,31,single,unemployed,117895,6,14,315341,59,45,20,5,405100,238350,149202
10340,George,Johnson,7534485495,theresa43@example.net,30,single,self-employed,84159,1,4,12937,79,24,10,0,344624,302469,117215
10341,Mark,Clayton,2843072429,james17@example.com,49,married,self-employed,182268,10,30,271150,69,1,8,6,407261,320507,175354
10342,Matthew,Collier,5279664602,stevenlowery@example.com,58,single,employed,73601,5,1,250722,2,44,12,0,210863,82024,15315
10343,Ryan,Melton,8812716016,fwood@example.net,48,single,unemployed,32983,10,28,158114,40,11,17,3,347672,134586,59133
10344,Daniel,Frederick,5155964183,singletoncynthia@example.net,65,married,unemployed,157637,7,17,379390,11,35,16,12,379547,105186,75395
10345,Lisa,Guerra,4291239818,stevenkelley@example.org,42,divorced,self-employed,150094,8,7,470811,69,16,2,20,82909,52824,180552
10346,Tara,Hill,8186999712,robertsonshaun@example.com,40,married,unemployed,85575,5,23,116540,81,43,0,4,113157,100974,921
10347,Reginald,Thompson,6280936986,ericgonzales@example.org,19,single,employed,154565,2,1,381313,13,6,18,2,350223,298980,124923
10348,Brittany,Martinez,2729140035,markcook@example.com,69,divorced,employed,173744,5,19,101721,49,9,11,6,53369,30640,15650
10349,Shannon,Gonzalez,7431236433,zmcdaniel@example.net,32,married,employed,158958,6,22,180992,84,15,11,14,321887,33085,56811
10350,Katherine,Knight,9081988718,theresanichols@example.net,23,married,unemployed,123475,1,4,184645,70,44,10,7,205185,60180,80458
10351,Julia,Hodges,2014457239,martinbryan@example.net,68,divorced,employed,112457,9,9,313724,95,32,2,17,100256,12070,41196
10352,Christine,Valencia,3415640484,denise25@example.com,22,single,unemployed,163896,1,19,272303,86,45,3,2,136258,56605,108091
10353,Tonya,Conley,4402740154,nicoletaylor@example.org,62,divorced,self-employed,146568,1,4,241585,44,50,11,6,20191,8593,196061
10354,Katherine,Mcdaniel,4739127186,lisamurray@example.net,53,divorced,employed,198848,7,29,494156,24,33,13,15,65083,13461,122098
10355,Robert,Vasquez,7700612110,santiagomichael@example.org,37,married,unemployed,124891,8,3,9899,2,2,10,15,426048,105599,27197
10356,Tracy,Ward,2687643955,tracy31@example.com,61,married,unemployed,146810,4,20,254783,23,38,2,0,424852,424024,142639
10357,Tonya,Callahan,6739948598,saundersmichael@example.com,51,single,unemployed,54390,8,13,47781,81,5,18,3,463835,90843,69673
10358,Caitlin,Price,4177780759,bellsarah@example.net,21,married,employed,186692,2,14,321688,54,50,16,12,408872,326772,154794
10359,Joseph,Howe,9508260383,cunninghammelissa@example.com,39,married,self-employed,198631,3,3,343273,29,20,2,15,412106,52867,87737
10360,Steven,Mccarthy,2088013521,hodgeslinda@example.com,59,married,unemployed,44600,6,19,377146,25,11,2,16,338843,130198,157106
10361,Jennifer,Stevens,3083858404,afowler@example.net,59,divorced,self-employed,42980,6,7,126220,92,21,18,9,83341,22231,13735
10362,Christopher,Baker,6543260342,ronald44@example.net,23,single,self-employed,97361,1,13,134745,69,11,3,11,487428,286509,30201
10363,Michelle,Hanson,9961223398,davidhoover@example.com,57,married,unemployed,79322,8,19,495777,78,49,0,0,269853,140542,161759
10364,Lisa,Roberson,3644122676,rebeccamoore@example.net,61,divorced,self-employed,71075,9,26,215754,56,4,0,6,231393,20282,128425
